"ten_quan","dia_chi","so_dien_thoai","rating","gio_mo_cua","lat","lon","gia_trung_binh","thuc_don","hinh_anh","data_id","khau_vi","mo_ta"
"Hạ An Corner","41/6 Đồng Xoài, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 764 910 789","4.9","Đang mở cửa · Đóng cửa vào 22:00","10.801074","106.645511","1-100.000 ₫","","","0x31752929fc3e51d5:0x8001e738edd88e24","không xác định",""
"Chạm Cafe (Clean and Roasted Coffee)","33 Lê Trung Nghĩa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 345 446 779","4.7","Đang mở cửa · Đóng cửa vào 22:30","10.8004005","106.6515815","1-100.000 ₫","","","0x317529f49ee555c5:0xcf0286024a46e3af","không xác định",""
"Fc Good Coffee","10 Đô Đốc Thủ, Tân Quý, Tân Phú, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 906 820 838","4.7","Đang mở cửa · Đóng cửa vào 23:00","10.792368","106.6291251","1-100.000 ₫","","","0x31752f18dfd4635b:0x7d1ad3c573712e83","không xác định",""
"DEMI Coffee and Tea","1221 Hoàng Sa, Phường 5, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 937 913 727","4.9","Đang mở cửa · Đóng cửa vào 22:30","10.7908361","106.6646866","","","","0x31752f2c305c6a31:0xe61289231e06df11","không xác định",""
"COFFEE 24/24","94 Đ. Nguyễn Hồng Đào, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 908 254 089","4.9","Mở cả ngày","10.794905199999999","106.6424752","1-100.000 ₫","","","0x3175290019641ea1:0xe396b8f02a1d4ea4","không xác định",""
"The Flight Deck Coffee and Simulated Coffee","86 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 919 686 320","5.0","Đang mở cửa · Đóng cửa vào 22:00","10.7944242","106.669235","1-100.000 ₫","","","0x3175290037c6c319:0xae40b42a3e9c8021","không xác định",""
"KAI Coffee - Bàu Cát","119 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 6689 3232","4.3","Mở cả ngày","10.7925375","106.6425304","1-100.000 ₫","","","0x3175294d35843c83:0xd54e5d21397e4c71","không xác định",""
"Xiu Chill Coffee & Tea","2 Thoại Ngọc Hầu, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam","+84 938 739 838","5.0","Đang mở cửa · Đóng cửa vào 22:00","10.7858705","106.6413468","1-100.000 ₫","","","0x31752f0024a526a9:0x25986b163688bef3","không xác định",""
"Đồng Cafe - Bàu Cát","157 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 903 891 553","4.9","Đang mở cửa · Đóng cửa vào 23:00","10.7923229","106.6431297","1-100.000 ₫","","","0x31752972bd1693f1:0xc0fcb0ee26fe0a81","không xác định",""
"Highlands Coffee Vincom Cộng Hòa","15-17 Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","","4.2","Đang mở cửa · Đóng cửa vào 23:00","10.8008378","106.6578078","1-100.000 ₫","","","0x317529b633c61489:0x812cab0649dafe2b","không xác định",""
"Em Xinh Coffee","743 Cách Mạng Tháng Tám, Phường 6, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam","","4.9","Đang mở cửa · Đóng cửa vào 0:00","10.7877067","106.6627979","1-100.000 ₫","","","0x31752ffa67b717dd:0xb905286e8aa7a217","không xác định",""
"Merci coffee","385a Cộng Hòa, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 877 639 888","4.9","Đang mở cửa · Đóng cửa vào 22:30","10.8032943","106.6379018","1-100.000 ₫","","","0x317529d34bf406f1:0x631d948f75e00f83","không xác định",""
"Friday Coffee","33 Lê Trọng Tấn, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam","","5.0","Đang mở cửa · Đóng cửa vào 22:00","10.804141","106.6320334","","","","0x317529004601b63b:0xf20e29ec7d31e733","không xác định",""
"Highlands Coffee Bàu Cát","1-3-5 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3812 2568","4.2","Đang mở cửa · Đóng cửa vào 23:00","10.793464199999999","106.6403541","1-100.000 ₫","","","0x31752952a4b8546d:0xdca6a558d4f6cbc6","không xác định",""
"Coffee 24Hours","51 Số 5, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","+84 859 775 977","4.8","Đang mở cửa · Đóng cửa vào 21:00","10.852619899999999","106.769394","1-100.000 ₫","","","0x317527a6e4918337:0x5c2ae904b111053a","không xác định",""
"AMERICANO COFFEE - 10 Hồng Đức","10 Hồng Đức, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","+84 967 235 230","4.5","Đang mở cửa · Đóng cửa vào 22:30","10.8426116","106.766912","1-100.000 ₫","","","0x3175276f11329d6b:0xbff7df9ecbbb0210","không xác định",""
"Càhê hông? Coffee & Tea","15a1 Đường số 12, Thành phố, Thủ Đức, Thành phố Hồ Chí Minh 10000, Việt Nam","","4.8","Đang mở cửa · Đóng cửa vào 22:00","10.8382542","106.7747674","1-100.000 ₫","","","0x3175273003d3adc5:0x4a66e3cf2bbb3e63","không xác định",""
"Bamos Coffee Thủ Đức - Cà phê 24h (Linh Trung)","22/6 Đ. Số 7, khu phố 3, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 707 014 095","4.4","Mở cả ngày","10.857386799999999","106.7673466","1-100.000 ₫","","","0x3175272c2e4a686d:0x78210bb3a2acfbd0","không xác định",""
"The Coffee House - Tô Ngọc Vân","116 Đ. Tô Ngọc Vân, Linh Tây, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","+84 28 7108 7088","4.3","Đang mở cửa · Đóng cửa vào 22:00","10.8531256","106.7519247","1-100.000 ₫","","","0x31752721861d9797:0x5f37e781260f0441","không xác định",""
"Tiệm lẩu Hongkong - Binloship 打邊爐","37/32 Trần Đình Xu, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 902 628 169","4.7","Đang mở cửa · Đóng cửa vào 23:00","10.7602242","106.6907688","200-300 N ₫","","","0x31752f07fc2a89d1:0x542ac04dee18a8c2","mặn",""
"Vạn Quán - Lẩu Gà Lá É CN3 Q.1","45 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 332 773 758","4.7","Đang mở cửa · Đóng cửa vào 2:30","10.764118999999999","106.696286","100-200 N ₫","","","0x31752fd43cadcfe3:0xec96a74115e5c6b5","mặn",""
"TIỆM LẨU BÒ TRONG HẺM","140B Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 903 067 175","4.4","Đang mở cửa · Đóng cửa vào 22:30","10.7872901","106.6846155","100-200 N ₫","","","0x31752feea4017689:0x11a9fe720384bf1d","mặn",""
"Lẩu Nướng Thuận Việt | lẩu nướng Vĩnh Khánh | | lẩu ngon quận 4 |","424 Đ. Vĩnh Khánh, Phường 8, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","+84 901 349 616","4.9","Đã đóng cửa · Mở cửa vào 16:00","10.760939299999999","106.703049","","","","0x31752f003b769b43:0x627e4bf7ab931606","mặn",""
"A Chan Hotpot- Tiệm Lẩu Đài Loan A Chan","246 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 909 352 259","4.9","Đang mở cửa · Đóng cửa vào 2:00","10.7721062","106.6941588","300-400 N ₫","","","0x31752f002c5d2601:0xd73302a05227abbb","mặn",""
"Lẩu HongKong Tiêm Sa Chuỷ 80s - Dakao Q1","48 Nguyễn Bỉnh Khiêm, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 937 164 717","4.9","Đang mở cửa · Đóng cửa vào 23:00","10.7916895","106.7003435","200-300 N ₫","","","0x3175299f9baceab5:0xb56346bb33b6c78e","mặn",""
"Simple T - Lẩu Viên Oden","245/39 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 932 522 028","5.0","Đang mở cửa · Đóng cửa vào 22:00","10.764465699999999","106.6883688","1-100.000 ₫","","","0x31752f151ae52f79:0x1bce3c66756d61d","mặn",""
"Thế Giới Bò - Nướng, sốt & lẩu","6 Đ. Vĩnh Khánh, Phường 9, Quận 4, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 907 988 770","4.7","Đang mở cửa · Đóng cửa vào 0:30","10.7640355","106.7012784","$$","","","0x31752faa336055a9:0x107ded0f4a4ba920","mặn",""
"Quán Lẩu Dê 218 - 老賴羊肉火锅 - 1980","218 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3825 1085","4.5","Đang mở cửa · Đóng cửa vào 22:00","10.767968399999999","106.7004895","200-300 N ₫","","","0x31752f40050f06fd:0x5786106e43e38282","mặn",""
"Lẩu chảo Đài Loan Tian Hotpot","25/1 Tôn Thất Tùng, Phường Phạm Ngũ Lão, Q1, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 789 826 826","4.9","Đang mở cửa · Đóng cửa vào 16:30 · Mở lại vào 17:00","10.7703516","106.6878662","100-200 N ₫","","","0x31752f185f0ce0ad:0x71aeea97b5c403fb","mặn",""
"Lẩu Bò Tường Vi","2A4 Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 902 900 339","4.8","Đã đóng cửa · Mở cửa vào 16:00","10.79073","106.7053332","100-200 N ₫","","","0x317529004dfa8cd7:0xaee63b54b86e252e","mặn",""
"Quán Lẩu Cá","314 Hoà Hưng, Phường 13, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","4.5","Đang mở cửa · Đóng cửa vào 22:00","10.7781256","106.671152","100-200 N ₫","","","0x31752ed991c0ba3d:0x821bb5b9d38e314d","mặn",""
"Lẩu Gà Lá É Phú Yên Hội Ngộ","716b Trường Sa, Phường 14, Quận 3, Thành phố Hồ Chí Minh 74000, Việt Nam","+84 919 751 279","4.3","Đang mở cửa · Đóng cửa vào 23:00","10.7900306","106.6810063","100-200 N ₫","","","0x31752f295c918f85:0xf1d04ff99157cf01","mặn",""
"Quán Bò Nướng Ngói và Lẩu Bò Cô Tư","79 Bàn Cờ, P.3, Quận 3, Thành phố Hồ Chí Minh 72400, Việt Nam","+84 794 854 241","4.5","Đang mở cửa · Đóng cửa vào 0:00","10.7706796","106.6792186","100-200 N ₫","","","0x31752fc2367f6b05:0x764dc951d755b5ac","mặn",""
"Lẩu Cua Cà Mau - Lẩu cua Hiếu ( CMT8)","285/32 Cách Mạng Tháng Tám, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3979 7789","4.2","Đang mở cửa · Đóng cửa vào 23:30","10.778256299999999","106.6787448","$$","","","0x31752f27cb8b0ec3:0xe7ff154eb5a8b472","mặn",""
"Thái Sumo Lẩu cá viên Quận 4","005 Lô B2 đường 12B, Chung cư, Quận 4, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 909 125 631","4.9","Đang mở cửa · Đóng cửa vào 22:00","10.755149099999999","106.7004933","100-200 N ₫","","","0x31752f72c822bfc9:0x38a6a00970bd3fca","mặn",""
"ĐỒNG HƯƠNG QUÁN | LẨU ẾCH MĂNG CAY QUẬN 7","39 Đ. Số 14, P. Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 705 414 275","4.9","Đang mở cửa · Đóng cửa vào 0:00","10.7447181","106.7116124","100-200 N ₫","","","0x317525775d6afe5b:0x5887350adb3d0770","cay, mặn",""
"Tiệm Nướng 1989 - Buffet Nướng Lẩu Xiên Que","80 Đ. Tân Mỹ, Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 906 304 669","4.8","Đang mở cửa · Đóng cửa vào 22:00","10.7508631","106.7197206","100-200 N ₫","","","0x31752f386f16c307:0x19654e8f90277bf5","mặn",""
"Lẩu Cua Đồng Song Luân","44 Đường số 11N, Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 902 407 276","4.9","Đang mở cửa · Đóng cửa vào 22:00","10.7485731","106.7166199","100-200 N ₫","","","0x31752f384572b65d:0xb8151289d9c3ea16","mặn",""
"Tiệm Lẩu Cá Nemo","903/59 Hoàng Trọng Mậu, P, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","","4.9","Đã đóng cửa · Mở cửa vào 16:00","10.7483542","106.6957935","100-200 N ₫","","","0x31752f12a246814f:0x868b64a0e8cee216","mặn",""
"Lẩu bò Quang Khải Võ Văn Kiệt","338 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 903 383 883","4.2","Đang mở cửa · Đóng cửa vào 23:30","10.760907","106.6952512","200-300 N ₫","","","0x31752f112d673e0b:0xc2436233f350fdb","mặn",""
"Win 78 lẩu gà lá é Phú Yên","56A Số 10, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 349 764 172","4.8","Đang mở cửa · Đóng cửa vào 23:30","10.7446059","106.7102359","100-200 N ₫","","","0x31752faeb10d65e1:0x4fa7f2e0a1041936","mặn",""
"Phú Yên Quán Chi Nhánh 2 - Lẩu Gà Lá É Phú Yên","931-933, 931 Đ. Trần Xuân Soạn, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đang mở cửa · Đóng cửa vào 0:00","10.7516207","106.6947234","200-300 N ₫","","","0x31752f0025a4bab1:0x197f96ff467bba72","mặn",""
"Lẩu mẹt nướng 79k","833 Đ. Vĩnh Khánh, Phường 8, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","+84 931 131 546","4.8","Mở cả ngày","10.7608062","106.7043098","","","","0x31752f31c6253625:0x5b11e12d93f788e5","mặn",""
"Lẩu bò Cô Thảo","84/10 Hẻm 84 Hồ Thị Kỷ, Phường 1, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 932 083 802","4.0","Đang mở cửa · Đóng cửa vào 23:00","10.7662215","106.6770521","100-300 N ₫","","","0x31752f1fcdfbd181:0x8e49a58cc2c65ef1","mặn",""
"Lẩu bò Nhà gỗ - Sài Gòn","162 Lý Thái Tổ, Phường 1, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 763 810 810","3.9","Đang mở cửa · Đóng cửa vào 23:00","10.7666608","106.6783291","100-200 N ₫","","","0x31752f02b54cf82f:0x3a903eab85bd2958","mặn",""
"Lẩu cá Dương Tử Giang 471 Hồng Bàng","471 Đ. Hồng Bàng, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 963 336 047","4.1","Đang mở cửa · Đóng cửa vào 3:00","10.7535514","106.6543045","100-200 N ₫","","","0x31752fcb157ca355:0xa027da671daeda03","mặn",""
"Lẩu Gà Lá É Thanh Ngộ Phú Yên","213 Trần Hưng Đạo B, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 703 804 779","4.9","Đang mở cửa · Đóng cửa vào 0:00","10.752184699999999","106.6648766","100-200 N ₫","","","0x31752fbc2c4ee479:0x3232781743ad35c8","mặn",""
"Lẩu ếch","93 Đ. Phan Văn Khỏe, Phường 2, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 793 345 543","4.3","Đang mở cửa · Đóng cửa vào 22:30","10.7483218","106.6484003","200-300 N ₫","","","0x31752f20d1e229cd:0x971a17bf48366d9c","mặn",""
"Lẩu Cá 69","10 Trần Xuân Hoà, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 818 646 252","4.8","Đang mở cửa · Đóng cửa vào 22:30","10.753003999999999","106.6674542","100-200 N ₫","","","0x31752fa72c0f88ef:0x7ee8a79372505a8a","mặn",""
"Quán Lẩu Vận Hảo","411 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 909 106 128","3.9","Đang mở cửa · Đóng cửa vào 23:00","10.7564288","106.6526889","100-200 N ₫","","","0x31752e8d295e6b43:0x83047fcc00956b9","không xác định",""
"Lẩu Dê Ba Râu","468/10 Đ.Tùng Thiện Vương, Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","","4.6","Đang mở cửa · Đóng cửa vào 22:30","10.7437316","106.6552068","100-300 N ₫","","","0x31752f1b796cbc3d:0x64ff4acb6c65d8c6","mặn",""
"Lẩu Dê Lâm Ký","47 Nguyễn Thị Nhỏ, Phường 9, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3865 5891","3.9","Đang mở cửa · Đóng cửa vào 22:00","10.769905999999999","106.6524459","200-300 N ₫","","","0x31752e8b125ed771:0x76f836cb73c681a6","mặn",""
"Lẩu Nướng Khánh Hoàng","412 Vĩnh Viễn, Phường 8, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","+84 777 116 366","4.0","Đang mở cửa · Đóng cửa vào 23:00","10.763570099999999","106.6662716","100-200 N ₫","","","0x31752ee5dbe5dd79:0xe82f4f0832ef002b","mặn",""
"Lẩu Cá Kèo Rau Đắng","415 Điện Biên Phủ, Phường 4, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 903 344 012","4.2","Đang mở cửa · Đóng cửa vào 22:00","10.7729134","106.6793852","200-300 N ₫","","","0x31752f3aec680d1f:0x637148c01e694a36","mặn, đắng",""
"Lẩu dê Cây Dừa","149 Đ. Bình Đông, Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 907 587 973","4.5","Đang mở cửa · Đóng cửa vào 23:00","10.7495383","106.6650509","","","","0x31752ef825747d6d:0x33eb0bbc23e7fb34","mặn",""
"Lẩu Dê 512","237 Lý Thái Tổ, Phường 10, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","","3.9","Đang mở cửa · Đóng cửa vào 21:00","10.768042999999999","106.6716698","","","","0x31752ee0be80ea49:0xf554b6ddddbfcafd","mặn",""
"Quán lẩu 60","60 Đ.Tùng Thiện Vương, Phường Xóm Củi, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 908 779 963","2.5","Không rõ giờ mở cửa","10.748706199999999","106.6659456","100-200 N ₫","","","0x31752f808a81e12b:0xc8d612875a3c6222","mặn",""
"Lẩu Gà Lá É - Gà Vàng Quận 6","34 đường Vành Đai, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 393 159 109","4.8","Đang mở cửa · Đóng cửa vào 23:00","10.731944799999999","106.6265832","100-200 N ₫","","","0x31752d924dc67501:0x46f26820658b7062","mặn",""
"Zeni Tiệm Lẩu Nướng 69k - Q11","543c Đ. Minh Phụng, Phường 10, Quận 11, Thành phố Hồ Chí Minh 72310, Việt Nam","+84 342 464 455","4.8","Đã đóng cửa · Mở cửa vào 16:00","10.763193099999999","106.6445532","1-100.000 ₫","","","0x31752f00143fc82d:0x7f759097004dc262","mặn",""
"Lẩu 94","94 Đ. Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 919 833 038","4.7","Đang mở cửa · Đóng cửa vào 23:00","10.7459889","106.6323064","","","","0x31752e7f145304c3:0xbe695c244a4082d8","mặn",""
"Chuan Jiang Moon - Lẩu Cay Tứ Xuyên Quận 6","21 Đ. Hậu Giang, Phường Bình Tây, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 886 181 379","5.0","Đang mở cửa · Đóng cửa vào 23:00","10.7494949","106.6484585","200-300 N ₫","","","0x31752f1b0c9bbc43:0x52c5a450bc7c0bed","cay, mặn",""
"PHÚC HỢP LẦU - LẨU BÒ TƯƠI TIỀU CHÂU","44 Đ. Lũy Bán Bích, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 941 219 077","4.8","Đang mở cửa · Đóng cửa vào 22:00","10.7632791","106.6325522","200-300 N ₫","","","0x31752f3b70d64525:0xe1bcee306e50a973","mặn",""
"Rau Mộc Lẩu Rau Nấm","52 Lương Minh Nguyệt, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 931 735 168","4.9","Đang mở cửa · Đóng cửa vào 21:00","10.7612968","106.6298442","1-100.000 ₫","","","0x31752fa2045cd57b:0xa137413e8ba0790e","mặn",""
"Lẩu Gà Lá É Phú Yên MT","134 Lãnh Binh Thăng, Phường 11, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 852 158 384","4.8","Đang mở cửa · Đóng cửa vào 22:30","10.7625728","106.653903","100-200 N ₫","","","0x31752f978d49fd03:0xb7317ad6365567a1","mặn",""
"Lẩu Sữa Ông Mã Bình Tân - 马大爷猪肚鸡平新","247 Đ. Vành Đai Trong, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","+84 28 7305 5322","4.9","Đang mở cửa · Đóng cửa vào 22:00","10.7496019","106.6148435","","","","0x31752d00692632f9:0xebfa99d37afaee99","mặn",""
"LẨU GÀ LÁ É NẮNG","14 Vành Đai, Phường 10, Quận 6, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 909 833 513","4.6","Đang mở cửa · Đóng cửa vào 23:00","10.732100899999999","106.6275761","100-200 N ₫","","","0x31752d6668072c11:0x7643554982932831","mặn",""
"Lẩu gà lá é Tao Ngộ - Chicken La-E quận 6","266 Đ. Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 908 858 085","4.7","Đang mở cửa · Đóng cửa vào 21:30","10.7446972","106.628289","","","","0x31752d3169381657:0xe52490937a36e4a1","mặn",""
"Lẩu cá đuối","1E/1 Đ. Cây Sung, Phường 14, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","+84 918 611 356","4.7","Đang mở cửa · Đóng cửa vào 23:00","10.73878","106.644344","100-200 N ₫","","","0x31752fa621747bd1:0x8943d0818fd29563","mặn",""
"Quán ăn MỰC - Lẩu thái 01 người","154 Tân Hòa Đông, Phường 14, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 703 666 988","5.0","Đang mở cửa · Đóng cửa vào 23:30","10.7598171","106.6283129","","","","0x31752d4368676bff:0x953ce85fc14945c","cay, mặn, chua",""
"Quán Lẩu chay Lạc Vân - Quận 6","306 Đ. Trần Văn Kiểu, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 906 606 265","4.9","Đang mở cửa · Đóng cửa vào 22:30","10.744291299999999","106.6287037","1-100.000 ₫","","","0x31752d4c09414623:0xad8b3b9e555a2326","mặn",""
"Lẩu Dê 49E","49 49 Lô E Đ. Lý Chiêu Hoàng, Phường 10, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 932 682 688","4.1","Đang mở cửa · Đóng cửa vào 23:00","10.738754499999999","106.6302051","100-200 N ₫","","","0x31752e781c2da76b:0xcfd296adbc617dda","mặn",""
"Lẩu Mini 39k - Ăn Vặt Cô Ba | Lẩu Ngon Quận 6 | Lẩu Ngon Hậu Giang Bờ Kè Q6","357/59/1D Đ. Hậu Giang, Phường 11, Quận 6, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 932 096 565","5.0","Đang mở cửa · Đóng cửa vào 22:00","10.746393099999999","106.6395785","1-100.000 ₫","","","0x31752fc970c8651f:0x8d618e98388a87b0","mặn",""
"Tiệm Lẩu Cá Đuối Phương Toàn","222 Đ. Vành Đai Trong, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","+84 787 197 197","4.7","Không rõ giờ mở cửa","10.7496706","106.6154416","100-200 N ₫","","","0x31752d001971f0cd:0xdbb180b8cd7ab876","mặn",""
"XINWAH - Lẩu Hấp Thuỷ Nhiệt","Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3535 8847","4.6","Đang mở cửa · Đóng cửa vào 22:30","10.7419516","106.6311582","","","","0x31752fc5e87c2429:0xf67036e87e7537e1","mặn",""
"LẨU CUA ĐỒNG - SONG NGUYỄN","16 Đ. Phú Thuận, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 342 468 333","4.7","Mở cả ngày","10.7304196","106.7307842","100-200 N ₫","","","0x317525cfd4e5193f:0xb653045461cc79c1","mặn",""
"Lẩu Bò Triều Châu Wang He Niu","Đ. P/4-1B Khu phố Mỹ Cảnh, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 922 104 948","4.8","Đang mở cửa · Đóng cửa vào 22:00","10.727275299999999","106.7140598","","","","0x31752fa854418e53:0x80026c40cbe101a2","mặn",""
"Lẩu Naro","4a Đ. Số 42, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 903 981 999","4.8","Đang mở cửa · Đóng cửa vào 22:00","10.7386924","106.7127936","100-200 N ₫","","","0x31752f4be37317bb:0xac04af4641125e5b","mặn",""
"Tiệm lẩu bò Nhà Sắt","69 Đ. Số 65, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700001, Việt Nam","+84 909 074 243","4.9","Đang mở cửa · Đóng cửa vào 22:00","10.736148499999999","106.7064372","100-200 N ₫","","","0x31752f00316fd1eb:0xbba2845294d4dff0","mặn",""
"Lẩu Gà Lá É Bá Phát 2","131 Đ. Nguyễn Thị Thập, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 865 547 279","5.0","Đang mở cửa · Đóng cửa vào 0:00","10.7379757","106.7204919","100-200 N ₫","","","0x31752f006279e2a3:0x2e80786f61b4f380","mặn",""
"Lẩu Nướng Nhà Vàng","55 Đường Số 27, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 965 859 838","4.8","Đã đóng cửa · Mở cửa vào 16:00","10.742849999999999","106.710216","100-200 N ₫","","","0x31752fffe9b3d1c7:0xadada06251fcef9d","mặn",""
"Lẩu bò Tiến Dương","2E Số 10, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 756700, Việt Nam","+84 932 651 828","4.3","Đang mở cửa · Đóng cửa vào 23:00","10.7421189","106.7101513","100-200 N ₫","","","0x31752fa203045f43:0x5dfc95c48721db6c","mặn",""
"Tiệm Lẩu Cù Lao Cơ Sở 2 - Quận 7","337 Đ. Lê Văn Lương, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 327 147 171","4.3","Đang mở cửa · Đóng cửa vào 22:00","10.741736699999999","106.7039454","100-200 N ₫","","","0x31752f0006971edd:0x5687c7795a5b7f87","mặn",""
"Quán Út Lượm | Lẩu Ngon Quận 7","3/9 Đường D6, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 918 227 040","4.6","Đang mở cửa · Đóng cửa vào 0:00","10.741593499999999","106.7362001","100-300 N ₫","","","0x3175250061bd63df:0x9c53733dbbf93477","mặn",""
"Phú Yên Quán - Lẩu Gà Lá É Phú Yên","71 Đ. Nguyễn Thị Thập, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","+84 974 462 873","4.4","Đang mở cửa · Đóng cửa vào 0:00","10.7375214","106.7271462","100-200 N ₫","","","0x317525cf63d70119:0xfb580b60c6226f2","mặn",""
