ten_quan,dia_chi,so_dien_thoai,rating,gio_mo_cua,lat,lon,gia_trung_binh,thuc_don,hinh_anh,data_id,khau_vi,mo_ta
Pizza Hut,"93 Phan Xích Long, Ward 2, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 1822,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.797157,106.6907281,100-200 N ₫,,,0x317528d05da1162d:0x34cca8d2fbc0d8de,,
Chico’s Pizza Bar,"188BE14, Nguyễn Văn Hưởng, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 938 778 276,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.815529,106.7312265,200-300 N ₫,,,0x317527d5a0b80833:0x952ca4079919f36b,,
Pizza Hut,"11A Xuân Thủy, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 1822,4.9,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.802852099999999,106.7290464,100-200 N ₫,,,0x3175275a20e65997:0x80ed88c1b3d5568e,,
Pizza Hut,"164A - 166 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 1822,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:30,10.8060253,106.7161389,100-300 N ₫,,,0x3175298253cc7c3d:0x191fe45a7661ec8e,,
De italiano's Pizza,"217/A6 Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 908 006 291,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 2:00,10.8000122,106.7104668,200-300 N ₫,,,0x31752944941e5edf:0x91643ea483a11f68,,
Domino's Pizza Phan Văn Trị,"491 Đ. Phan Văn Trị, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6099,4.4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8236821,106.6918267,100-200 N ₫,,,0x317528f1b7a2ca6b:0xd5bb6d73d39c8249,,
Pizza 4P's Giga Mall,"GIGA MALL, L4-03, L4-04 ,Tầng 4, 242 Đ. Kha Vạn Cân, Thủ Đức, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 1900 6043,4.8,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8277678,106.721691,$$,,,0x317529263e48631f:0x7147160fd44ee834,,
Domino's Pizza Đinh Bộ Lĩnh,"138 Đ. Đinh Bộ Lĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6099,4.2,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8091004,106.7094041,100-200 N ₫,,,0x317528bd72c57719:0xafa248faeb26b8be,,
Pizza Chất in Saigon,"27 Hoa Sứ, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 938 809 855,4.7,Mở cửa vào 17:00 ⋅ Đóng cửa vào 20:00,10.799296499999999,106.68886,100-200 N ₫,,,0x3175290044280d91:0x4f0f8ba86a05668d,,
Capone’s Chicago Pizza and Beer,"8/3 Đường số 49B, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 338 787 459,4.4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 23:00,10.8019328,106.7285487,$$,,,0x3175272a71020635:0xa5e6d739a2483f9,,
Henry's Pizza New York Style,"214/49 Nguyễn Oanh, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,4.8,Không rõ giờ mở cửa,10.836061899999999,106.6774902,100-200 N ₫,,,0x3175290052b3d123:0xfbf19a7a7f07ee05,,
Pizza Chảnh,"57 Đ. Số 8, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",,5,Không rõ giờ mở cửa,10.8389113,106.6629013,,,,0x317529a66da41ec5:0x1d6883e78c08afe2,,
Pizza Đà Lạt,"13 D. Lê Lợi, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 909 974 396,4.7,Mở cửa lúc 16:30 ⋅ Đóng cửa vào 18:00,10.8210763,106.6875818,,,,0x317528e56711d8dd:0xe11574ff5e5a4a69,,
Cửa Hàng Bánh Pizza P.F.C,"77 Đ. Thống Nhất, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 28 6684 0484,3.8,Mở cả ngày,10.838084799999999,106.6650549,,,,0x317529a88534d42d:0xb5d65832bb620cec,,
The Pizza Company Phan Văn Trị,"527J Đ. Phan Văn Trị, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.1,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8250722,106.6904003,100-200 N ₫,,,0x317528f97cc99aa9:0xc2088efa1053001a,,
Cheese & Dough Pizza LOTTE Mart Gò Vấp,"242 Đ. Nguyễn Văn Lượng, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 727010, Việt Nam",,4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8382522,106.6708448,,,,0x317529d4fcff7eb3:0xc2e89f1a05873ec8,,
Steak bin & pizza lê đức thọ,"63 Đ. Lê Đức Thọ, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",,3.8,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.831973099999999,106.6824298,100-200 N ₫,,,0x317529dac4834b3d:0x849ce81bff89782d,,
Steak bin,"47 Đ. Số 8, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 968 218 852,4.2,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:45,10.8386683,106.6630159,100-200 N ₫,,,0x317529514bea9e19:0x8f74c28039f36cff,,
Starantino’s Pizza,"B116 Đ. Bạch Đằng, Phường 2, Thành phố Hồ Chí Minh, 700000, Việt Nam",+84 848 881 900,5,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8146237,106.670087,100-200 N ₫,,,0x3175292847c23849:0x995f28bde5183504,,
Xưởng bánh pizza Hồ Chí Minh,"226/106 Đ. Nguyễn Văn Lượng, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",+84 979 922 275,,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.842024799999999,106.6735315,,,,0x3175298d07cafc61:0x67fdd5f6be5873b9,,
Steak Bin & Pizza,"352K Đ. Phan Văn Trị, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 906 868 579,4.4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:30,10.820945199999999,106.6940331,100-200 N ₫,,,0x317529983247f899:0xb5089e1d4074903c,,
Domino's Pizza,"Cảng hàng không quốc tế Tân Sơn Nhất, international Departure terminal, Trường Sơn, Ward 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 0:00,10.8160016,106.6636104,100-200 N ₫,,,0x317529c3e5be1db1:0xd03d6fbedbf1d9c9,,
Paulie's Pizza & Pasta - Authentic Sourdough Pizza in Saigon,"360 Đ. Lê Văn Sỹ, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.797908999999999,106.663732,200-300 N ₫,,,0x31752901ed554723:0xf00c61cd8a83b7a6,,
The Pizza Company Phan Xích Long,"355 Phan Xích Long, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6066,4.2,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.801351499999999,106.6831668,100-200 N ₫,,,0x317528da0ec29781:0x25f0f0f7eddef8ca,,
The Pizza Company 515 Lê Văn Sỹ,"515 Đ. Lê Văn Sỹ, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7996451,106.6608888,$$,,,0x31752931e2fe3e2b:0xb840d4105f5d4051,,
The Pizza Company Bàu Cát,"207-209 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.5,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7919699,106.644136,$$,,,0x31752eb32bc04e9f:0xf9e738d586abab67,,
Pizza Hut Hoàng Hoa Thám,"15D Hoàng Hoa Thám, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 1822,4.8,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.797892599999999,106.6469734,$$,,,0x3175297e09e195a7:0x8754d70defda84d7,,
AL Fresco's,"111 Cộng Hòa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 3948 2631,4.5,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8013114,106.6523106,200-300 N ₫,,,0x3175294f47db2c13:0x9b4644b44a9cfef0,,
STEAK BIN & PIZZA,"63 Trương Công Định, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 585 687 968,4.4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.7945257,106.6405859,100-200 N ₫,,,0x317529be751c8221:0xce637073994904a6,,
Domino's Pizza,"88-90 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7102 8890,4.8,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.7923788,106.6421968,100-200 N ₫,,,0x317529c09dba7d57:0xaa524000736595da,,
The Pizza Company Tân Sơn Nhì,"456A Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.793524,106.6283749,$$,,,0x31752bfff0815ff7:0xf2d959430958701b,,
Fresh pizza,"195 Đ. Nguyễn Thái Bình, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 764 903 333,4.7,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 1:00,10.798348299999999,106.6549361,100-200 N ₫,,,0x31752900052d07a9:0x893e76141a70a5fa,,
OYA Gyros - Bánh Mì Cuộn . Pizza . Burger,"360 Đ. Lê Văn Sỹ, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 909 881 443,4.5,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.797908999999999,106.663732,200-300 N ₫,,,0x317529e8a4760d6f:0x724c91f3bf47759e,,
3 Râu - Pizza - Trà Sữa - Gà Rán Hồ Đắc Di,"9 Hồ Đắc Di, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",+84 763 610 038,4.1,Mở cả ngày,10.8057688,106.6342562,,,,0x3175290241315c8d:0xe019ffefe1f582f9,,
Pizza Wolf - Pizza lò củi kiểu ý,"533 Đ. Kênh Tân Hóa, P.hòa thạnh, Tân Phú, Thành phố Hồ Chí Minh 760000, Việt Nam",+84 902 308 420,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 0:00,10.7845275,106.640988,,,,0x31752fb86ea82223:0xe06842bd63f66881,,
Al Fresco's Tân Phú,"Aeon Mall, 30 Đ. Tân Thắng, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3620 8401,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.801698799999999,106.6175257,$$,,,0x31752b215b8a5f81:0x89b0d0ffb32eac08,,
Pizza 4P's Aeon Mall Tan Phu,"AEON MALL Tân Phú Celadon, Tầng trệt G14A – G14B, 30 Đ. Tân Thắng, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 1900 6043,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.801698799999999,106.6175257,$$,,,0x31752be822a9bf19:0x1b1690b7be59e663,,
Pizza Hut,"TTTM AEON Mall, 30 Đ. Tân Thắng, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 1822,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.801697599999999,106.6171321,100-200 N ₫,,,0x31752bfa7c40409b:0xe4ffa196750d1675,,
The Pizza Company Nguyễn Sơn,"303F Nguyễn Sơn, Phú Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.783888899999999,106.6227778,$$,,,0x31752c0498ad220f:0x1cab538980375f8c,,
Domino's Pizza Nguyễn Sơn,"289 Nguyễn Sơn, P, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6099,4.4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.783662,106.6234379,$$,,,0x31752d0eceb3fc71:0x147539d6ebe8a434,,
The Pizza Company Lê Văn Quới,"239 Đ. Lê Văn Quới, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.7754426,106.6144845,100-200 N ₫,,,0x31752c170075d56d:0xa6d172f96065b061,,
Domino's Pizza Lê Văn Quới,"480 Đ. Lê Văn Quới, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6099,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7765224,106.6063816,100-200 N ₫,,,0x31752c6b11b94df5:0xed29fa82287deaa6,,
The Pizza Company Aeon Mall Tân Phú,"TTTM Aeon Mall, Tân Phú:/30 Đ. Tân Thắng, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6066,4.0,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8013965,106.6185733,$$,,,0x31752bbc0cf96b11:0x1171fbb741f9b7dd,,
Napoli Pizza,"2a Hàn Thuyên, Bình Thọ, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 326 619 275,4.9,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8460348,106.7706111,100-200 N ₫,,,0x3175270019d329ed:0x73a6ad80dc0d065,,
The Pizza Company,"26-28-30, Đ. Võ Văn Ngân, Linh Chiểu, Quận Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,4.2,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.851075,106.756571,100-300 N ₫,,,0x317527bd7c635965:0xea94f81563e388bf,,
Domino's Pizza,"738 Đ. Kha Vạn Cân, Linh Đông, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6099,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 23:00,10.846648,106.7513266,100-200 N ₫,,,0x317527b8f02b4037:0x1eb8623512379821,,
Jacob's Kitchen,"khu phố 6, Thủ Đức, Thành phố Hồ Chí Minh 70000, Việt Nam",,,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.863392,106.7615546,,,,0x317527fe19391029:0xfd8290b36a8e05d,,
Enzo’sPizza,"81a Đ. số 12, Kp4, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 967 089 608,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 21:00,10.864883599999999,106.7306465,100-200 N ₫,,,0x317527005b81caa5:0x483d6c81185ad8cc,,
Pizza Hut,"153 Đ. Đỗ Xuân Hợp, Phước Long B, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 1822,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.828225999999999,106.7687948,100-200 N ₫,,,0x317527290a283c4d:0x38bd2f8d2aae9d6b,,
Pizza Hot,"4 Đ. Gò Dưa, Bình Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,2.3,Mở cả ngày,10.865971199999999,106.7327091,,,,0x3175277f7c4aa9ad:0x17f4ccc6d629f2e1,,
Domino's Pizza Lê Văn Việt,"196 Đ. Lê Văn Việt, Tăng Nhơn Phú B, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6099,4.1,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.843911,106.7822703,100-200 N ₫,,,0x31752711fcf07a91:0x1a139ce2bb37c951,,
Pizza Hut,"ST Center, 2A Bình Chiểu, Quận Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 1822,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 20:30,10.8747668,106.7341282,100-200 N ₫,,,0x317527c16f3d70f7:0x7cf548fb51c19a8b,,
Quanhta,"532 Đ. Kha Vạn Cân, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 362 794 843,,Không rõ giờ mở cửa,10.8515845,106.7547395,,,,0x31752732bf8727f5:0x46c2bce6918bf27e,,
The Pizza Company Lê Văn Việt,"185 Đ. Lê Văn Việt, Hiệp Phú, Quận Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 1900 6066,3.7,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8444219,106.7817198,100-300 N ₫,,,0x317527f3614a5c01:0x1cc99cab28684db,,
Pizza Hut,"TTTM GIGA Mall, 240-242 Đ. Phạm Văn Đồng, p, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 1822,4.9,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8276275,106.7216355,100-200 N ₫,,,0x3175274dc0d6943f:0x1d0bd01b71ea951f,,
Pizza thoviet24h,"83/1/7F, Đ. Tam Bình, Tam Phú, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 937 987 775,4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.855673999999999,106.7290918,,,,0x31752762ee4c38f9:0xf3ad8b3ed1b6e6c,,
Đường 672,"2 Võ Nguyên Giáp, Phước Long B, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.8395087,106.7699265,,,,0x3175279cdafff0d3:0x8bd5a1a3f2eb9c63,,
Pizza Fast Feel,"521 Đ. Đỗ Xuân Hợp, Phước Long B, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 967 000 087,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8158329,106.7747346,100-200 N ₫,,,0x317526f7799e60b3:0xa6f8b5b874e58d74,,
Pizza Fast Feel - 441 Lê Văn Việt,"441 Đ. Lê Văn Việt, Tăng Nhơn Phú A, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 967 000 087,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.845034799999999,106.7920462,1-200.000 ₫,,,0x31752700289133ef:0x6c5e6a3d72bad16,,
365º Napoli Pizza,"50 Ngô Quang Huy, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 901 854 213,4.8,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 1:00,10.8046768,106.7356167,200-300 N ₫,,,0x317526175c48681d:0xd8bb94d01861224e,,
The Pizza Company Sense City Phạm Văn Đồng,"Giga Mall - 240, TTTM Sense City, Đ. Phạm Văn Đồng/242 Đ. Kha Vạn Cân, Hiệp Bình Chánh, Quận Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 1900 6066,3.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8287496,106.7214253,200-300 N ₫,,,0x3175277d2228152f:0x816c93e890f8de7c,,
Chè Ngon Cô Ba - Trà Trái Cây Tươi,"91 Cô Giang, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 906 720 224,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7633654,106.6954241,1-100.000 ₫,,,0x31752f07942ec5f5:0x62fb4aedc7ae7a80,,
Chè ba màu - 142 Nguyễn Phi Khanh,"142 Đ. Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 74000, Việt Nam",+84 908 359 437,4.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.7917217,106.6920729,1-100.000 ₫,,,0x3175299e850daeb1:0xd27da27396f90793,,
Chè Cô Giang,"85 Cô Giang, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,4.4,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 22:00,10.7634709,106.695598,,,,0x31752f146a8de093:0xd66dcbf085ca8893,,
Quán Chè Hoa - chè Hạnh - Bánh ướt Hạnh - Nguyễn Thiện Thuật,"145/4 Đ. Nguyễn Thiện Thuật, Phường 1, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3830 4246,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7679992,106.679687,1-100.000 ₫,,,0x31752f1f7a363a0d:0x4c8fb9f57d3f641c,,
Chè Kỳ Đồng,"16C Đ. Kỳ Đồng, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 908 954 166,4.1,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7828983,106.6822097,1-100.000 ₫,,,0x31752f295b5b3b97:0x8212e96d83c25b12,,
Bé chè @chợ Bến Thành,"Sạp1154 - 1130, Hướng Tây Cửa Số 7 chợ Bến Thành, cửa số 7 Phan Chu Trinh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 909 634 917,4.2,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 17:30,10.7725451,106.6978427,,,,0x31752f3f31828411:0xe5d1aa96eb258481,,
Chè 75,"77 Đ. Trần Huy Liệu, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 903 855 290,3.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7925799,106.677868,1-100.000 ₫,,,0x317529633655a3a7:0x3e30d4b408276109,,
Tiệm Chè Mùa Hè,"B0.07 Chung Cư, Ngô Tất Tố, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 337 596 889,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7922582,106.7128282,,,,0x317529ca4614b0ef:0x17dd86c5f236054d,,
Chè Hiển Khánh,"718 Nguyễn Đình Chiểu, Phường 1, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 938 683 843,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.767653,106.6797034,$,,,0x31752f1f7164ff61:0xb90a26a924732f10,,
Chè ba màu Nguyễn Văn Giai,"16E Đ. Nguyễn Văn Giai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 909 055 787,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.7919327,106.6971125,1-100.000 ₫,,,0x3175290002f96281:0xa165d371b8bc43eb,,
Chè Thanh Thanh,"Cao Thắng/142 Hoà Hưng, Phường 10, Quận 10, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 908 920 921,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.773069099999999,106.6787568,1-100.000 ₫,,,0x31752fb8328b7923:0xe4489ce3e0098443,,
Chè Quảng Đông,"83 Ngô Tất Tố, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 834 500 408,4.6,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 21:00,10.792672999999999,106.712276,1-100.000 ₫,,,0x317529671810a5b3:0x5989afc6edab5f7b,,
Chè Mẹ Huệ,"15 Đ. Võ Duy Ninh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 906 247 191,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 23:00,10.791858399999999,106.7144891,,,,0x317529cf16b645a9:0xcc30af4f92e118bd,,
Chè Hoa - Trần Cao Vân,"15 Trần Cao Vân, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",,3.4,Mở cửa vào 10:00 ⋅ Đóng cửa vào 18:00,10.7842437,106.6977429,1-100.000 ₫,,,0x31752fbba70e748b:0x11dd6102ddb3381e,,
Chè Chú Ba Một Tay,"55C Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,5.0,Không rõ giờ mở cửa,10.790758799999999,106.6999948,,,,0x317528b563c85c0d:0x98617f6a846eb7ee,,
Quán Chè Chị Út,"95 Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 909 196 401,4.8,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 17:30,10.7774983,106.6988863,1-100.000 ₫,,,0x31752f6eacec2bbb:0xa8a0cb25f0e39534,,
Chè bưởi - há cảo,"60 Cô Giang, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,4.3,Mở cửa lúc 10:00 ⋅ Đóng cửa vào 21:00,10.7636488,106.6952905,1-100.000 ₫,,,0x31752f143e34f1bd:0x3449b9e222af74c1,,
Tiệm Chè Mùa Hè - 688 Trường Sa,"688 Trường Sa, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 877 385 386,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:30,10.792192799999999,106.6821597,,,,0x317529433d2eb7a9:0x538cc05a6022336d,,
Chè Beans - Chi nhánh Nam Kỳ Khởi Nghĩa,"290/13B Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 908 574 524,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.790126599999999,106.6845617,1-100.000 ₫,,,0x3175292bf31bced3:0x5f141256b7c28b72,,
CHÈ BÀ 5,"20 Hồ Thị Kỷ, Phường 1, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",+84 933 315 477,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 20:00,10.7635706,106.6775715,,,,0x31752f0023d673ed:0xc5b1ad737867cf27,,
Chè mè đen,"149 Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 935 611 029,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.7681773,106.6986895,$,,,0x31752f3fe8d1aa59:0x93d872013c8a70d2,,
Ngọc Thạch Quán Q1 ( đặc sản chè Hà Nội ),"57 Trần Hưng Đạo, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 788 283 555,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7691953,106.69679,1-100.000 ₫,,,0x31752f0059e6fbdb:0x51b3e4b54acaf578,,
Chè 235 Nguyễn Công trứ,"233 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 908 806 328,4.6,Mở cửa vào 7:00 ⋅ Đóng cửa vào 18:00,10.767578,106.7003469,,,,0x31752fb4cc73bd43:0xc977adeb807c70af,,
